A real deal at less than 70 dollars,"I am impressed with both the performance and quality of this smartphone for less than $100.00. I refused to spend hundreds of dollars for a phone and tried to find a smartphone that both looked good and had excellent performance. After wasting time on some other models (that left me disappointed) I ordered this phone. The phone works well, looks good, has a perfect size to fit in a pocket. I also think the phone operation is very intuitive. It's very easy to operate and set up. For example adding, editing and deleting contacts and phone numbers. Because this phone is priced under 100 dollars I give it a 5 star rating. Even if I had paid 150 dollars I would have rated it 4 stars. I am more than pleased. All my expectations were met and exceeded.",5,1,,
Good value basic smart phone,"This replace the Orion S350 I originally purchased for my wife to provide her with a basic smart phone. It is a bit larger and a bit heavier (the battery), It's nice that Blu has a line of outer protector so if the smoke colored one doesn't fit your fancy you can get another color. I purchase a pink one which goes nice with the white of the phone case and fits like a glove. Something I couldn't find for the Orion S350. Overall so far it's a nice mid range smart phone that conforms to the Android platform requirement better, she now has both Skype and Yahoo mail something I couldn't get the Orion S350 to install due to space limits (yes I had a SD). I will provide an update as I find out how well this phone holds up.",5,1,,
Great phone,"I bought this phone for my son and he loves it. It's perfect for a kids phone. He's just using it on wifi, but I popped my tmobile sim card into it to see if it would work and it did. It let me make calls and texts just fine. For him to use it on wifi, we downloaded the talkatone app for free that let's him make calls and text and it gave him his own phone number. We didn't want to pay another bill, so this was perfect. The sound is really good and loud so he loves listening to music on rhapsody and on youtube. The screen is really neat and looks like it is in 3d, similar to the screen on the 3ds so you can download free 3d games on the Google play store or play them in 2d as well. Was really impressed with this phone for the price.",5,1,,
"Good phone, can't beat the price","Bought it for my g/f when her I-phone crapped out for the 3rd time. Good phone, can't beat the price.",5,1,,
Five Stars,Good Phone. H + stands for Movistar in Venezuela. Ideal for those who want good technology at low cost,5,1,,
This phone is WAY better than my iphone 3gs,This phone is WAY better than my iphone 3gs. It kills for me and brings me dead animals. Thumbs up!!,5,1,,
Five Stars,Recomendados!,5,1,,
Five Stars,"Excellent product, very good quality, very good packaging, timely shipping, congratulations",5,1,,
Excellent for overseas travel,"If you travel overseas and need a cheap unlocked cell phone, this is the phone of choice.",5,1,,
Excellent telephone equipment,"Excellent telephone equipment, I never thought that this team could provide many options being so economical, comparing it to market products like the Samsung Galaxy S3. It has absolutely nothing to envy to those expensive equipment, because its performance is excellent. Here in Venezuela, the Samsung Galaxy S3 has been a Karma for those who have for many details that presents the team. The Blue Advance 4.0 I think is an excellent option that meets the needs of those who want to use with the technological advancement and best of all, the team with the three B: Bueno, Bonito y Barato jejejejeje a tell Venezuelan 100% Recommended",5,1,,
i love this phone,"I fell in love with this phone I love the size the feel the functions everything, I purchased this item from power hobby and within a hour of ordering it was shipped an arrived a whole two days early I was so surprised and happy...I went through two other phones before finally finding this great recent smartphone that would allow me to do All that I wanted to do on my plan...this phone exceeds great satisfaction...lots of people complain about screen view well there is no issue with screen view so its got to be in their heads...no doubt or hesitation I would reccomend this phone to anyone looking for a nice sized smartphone",5,1,,
Five Stars,love the look of it. just too small for me probgo on and order te studio 5 soon,5,1,,
Not used as a phone,"Let me start by saying that this phone is great ! Here in Venezuela the phone company wanted to sell me a SIM card and then charge me a monthly payment to keep it open, after they tie the SIM to the specific phone making it a locked one again. I have other phones. What I needed the BLU Advance for was to be able to connect to my home and work computers by WiFi and transfer files between all of them, in fact using it as a very fast flash drive (3 gigs per minute) and to use the internet while walking around.So I got a very old T-Mobile SIM card put it in an I now have a fully operational device.",5,1,,
Pleasant surprise!,Great phone! My friend recommended it and I was skeptical but I am very pleased.,5,1,,
Five Stars,super bueno este telefono y muy responsables estos vendedores los recomiendo 100%,5,1,,
Great phone for travel,"Excellent cheap phone. I purchased this to use in Thailand, since Sprint prevents US customers from unlocking their phones. The software is a little dated and the touch screen not as responsive as it could be, but hey, for $80 what do you expect? I'd much rather buy this cheap, but new phone than a refurbished/used and unlocked Galaxy or iPhone. Refurbished phones are bad news - I've used 2 of them, and both died within a year of purchase. My new phones, however? Still going after 3 years. Now I will be using this phone as my ""travel phone"" - thanks BLU!",5,1,,
"Very good phone, very low price",This phone is very good at a low price. Good performance and beautiful design.,5,1,,
I had this phone 3 weeks and loving it,"This is clearly one of the best low cost phones I have ever purchased. I am not an ""I"" person to me they are over rated. Samsung losing to The ""I"" company proved to be the best out there. BUT this BLU is hands down the best. I live in the woods and this phone almost keeps a constance signal in my house . Not all the time but most. Could not with other phones I had. I can get WiFi just speeding down road. I would buy another BLU later with bigger screen. Just wish that they offered same warranty, longer. Pray if a problem they will stand behind product.",5,1,,
I have to say that I am more than pleased with this phone,"Out of the box and running, I have to say that I am more than pleased with this phone! Price is on point (and HALF of what I paid for a used late model name brand) Performance is on point (and TWICE of that other used late model) Frustration is minimal (and you guessed it - none of that which I experience with the other used late model) Of course time will tell how well this unit performs, but thus far I am more than satisfied with this purchase. Wish I would have gone this route the first time... Dang name branding! Never again!",5,1,,
BLU smart phones rule...,You can't beat a Blu cellphone for the money. So what if the case is made out of plastic instead of metal. Once you put it in the silicone case it's still protected the same as a Samsung. This is the 2nd Blu phone in my family and I won't buy anything else. I had an expensive LG phone that was good until I dropped it and the repair shop wanted $80 to replace the glass screen. I figured that buying a new phone for $69 was a better way to go and I was right. The bottom line is that there is NO REASON to spend more than $100 for a quality smart phone.,5,1,,
IT SOUNDS GREAT. I DONT SEE HOW FENDER CAN PUT TOGETHER ...,"I WAS A LITTLE CONCERENED ABOUT THE SIZE OF THIS AMP,BOY WAS I SUPPRISED WHEN I TURNED THIS THING ON,IT SOUNDS GREAT .I DONT SEE HOW FENDER CAN PUT TOGETHER AN AMP THAT SMALL,WITH AN 8 INCH SPEAKER,AND GET SO MANY DIFFERENT SOUNDS.I HAVE ANOTHER FENDER,ULTRA CHORUS,WITH 2 TWELVE INCH SPEAKERS,AND THIS LITTLE AMP SOUNDS BETTER THEN IT DOES,I WILL PROBLEY USE THIS LITTLE AMP NOW,AND RETIRE THE FENDER ULTRA CHORUS,ITS A COMPLETLEY RESTORED 60,S MODEL.THAT IS HARD TO FIND,THIS ONE LOOKS LIKE NEW.SIX STARS FOR THE FENDER CHAMPION 20.",5,1,,
Fantastic Fone!,"I was a little skeptical about buying a low priced phone. I have had the phone for a week or so and I love it. It's fast and has all the features I want. My wife said it sounds a lot better than my old Droid Razr (and it works a lot better). Best of all, I love cutting the high priced monthly $150 Verizon bills down to over half not to mention the flexibility of shopping for the best plan from a choice of GSM carriers. This phone works great with the T-mobile network. I was so happy with the phone my wife wanted one too.",5,1,,
I figured this phone would be a good fit for her,"My daughter is in heaven with this new phone. Her old phone had broken and we were looking around at a reasonably priced phone that would work for T-Mobile. After reading other reviews on this phone, I figured this phone would be a good fit for her. It has a camera on both sides(to make it easier for her to take selfies..:) ) It was very easy to get connected to my sister-in-laws phone plan. The speed of the phone is pretty decent. She has not yet complained about that like with her other phone.",5,1,,
I couldn't be happier with my purchase,"My first smartphone. I live in a remote area, bought the BLU advance 4.0 to have an MP3 player and camera in my pocket. I couldn't be happier with my purchase. The touch-screen is responsive, the sound quality is decent, it is very user friendly, and it arrived all shiny and new before I was expecting it. Included a rear protective case, front screen protector, headphones, and a charger. I plugged it in, loaded it with music, and it has brightened up my work day ever since. I give it 5 stars.",5,1,,
Five Stars,It was as a gift for my brother in law and he loves it so far ;-))),5,1,,
... always assume that the brand name phone is the best in the market,"I have always assume that the brand name phone is the best in the market, but this phone the quality and the build is to notch. I like the slime quality build . the material is of quality plastic pretty similar to the Galaxy phones and the speaker is crystal clear. I am impressed and amazed that there are no name brand phones that have the same quality build and function as the brand name phones. Very impressed with it and I ended buying several of this phones. Very happy...",5,1,,
This was a great phone for the money,This was a great phone for the money. I have used this phone for two months with a prepaid service and I don't have any complaints. I am very pleased that the phone does not contain bloatware and I am able to go two to three days on a charge. The phone is well constructed and has impressive spec's compared to others in the price range (http://www.gsmarena.com). This phone so far has impressed me to become brand loyal to BLU. I upgraded from Samsung Galaxy Y Pro Duos B5512.,5,1,,
Awesome phone,I love this phone. I had to have a phone quickly after my expensive Samsung died on me. I was not under contract and did not want to incest $600 so I opted to give this phone a try after reading the reviews and boy am I glad I did. I am very impressed with this phone and I love that it has two SIM card slots. I travel out of the country for family reunions and this will be perfect! Great buy!!,5,1,,
i like the looks will be sold to a friend in ...,i like the looks will be sold to a friend in S A nerica,5,1,,
and I'm not super tech savvy,"Had this phone a week, and I'm not super tech savvy, You must have a ""smart phone SIM card"" or the phone will not work. I went to my cell phone provider, they made a new ""Smart Phone SIM Card"" phone works great! Mine had a screen protector already on it, At 1st I thought the screen was cracked, upon further inspection I realized it was the screen protector with a bubble, changed the screen protector, all is great! Nice phone for the price",5,1,,
Five Stars,"Excelent product, good experience and have not problem at all",5,1,,
Five Stars,"Excellent choice !, good price and quality, my wife love it",5,1,,
good,"cell arrived safely, works well for movistar in Venezuela",5,1,,
Excellent for non-demanding user,"I got this for my dad. He's not too demanding when it comes to technology. In fact, he doesn't even have mobile data as part of his plan. The phone appears to work perfectly. This is a dual SIM phone so you will always get an alert that one of the SIM slots is vacant unless you use both. Sometimes the camera saves multiple copies of the same picture. I suspect this is from holding down on the camera icon however.",5,1,,
good,Excellent price performance rate the phone is ver y affordable for my personal business goals. Useful and flexible ROM memory,5,1,,
work good,"the phone works good. connects easily to internet, works good with google play. the only problem is with storage. but it's ok.",5,1,,
This is a GREAT!!,"This is a GREAT!!! phone. It met and exceeded my expectations for a prepay. It is user friendly, and I am telling all of my friends who would like to bye a prepay phone to look at BLU. No trouble finding a prepay carrier H20 Wireless. SIM card works find and should I decide to go monthly pay I can use another SIM card and carrier to accomplish this. I can't say enough good things about this phone. Thank You BLU.",5,1,,
... even if its an entry-level smartphone seems to handle pretty well Skype,"the phone even if its an entry-level smartphone seems to handle pretty well Skype, Whatapps and other social media applications it call a lot my attention that the box it seems like a very expensive brand like samsung, google or iphone, and it brought the hands free, protector case, charger and screen protector all for less than a 90$, it work very good also the microSD is expandible to 64 as per manufacturer page",5,1,,
GREAT RELIABLE PHONE,THIS IS MY 3RD TIME PURCHASING ONE OF THESE PHONES ..I BROUGHT THEM FOR 2 FRIENDS AND MYSELF WHEN I TRAVEL TO MY HOME COUNTRY TH BAHAMAS SO I CAN USE THIS INSTEAD OF MY T MOBILE GOOD PHONE I MUST SAY THEY HAVE LVED UP TO THERE EXPECTATION..BOTH OF MY FRIENDS ARE VERY PLEASE WITH THIS PHONE ..ITS A SMART PHONE EVEN THOSE IT DOESNT COST A ARM AND A LEG LIKE THE SAMSUNG AND APPLE PHONE ..ITS WORKS JUST FINE..,5,1,,
Five Stars,Excellent cell brought everything described in Article,5,1,,
excelente,it is certainly very good product I recommend it 100%,5,1,,
I love my BLU phone,I love my BLU phone. It has all the great features of a much more expensive phone. My eyesight isn't what it used to be and the large screen makes it much easier for me to text and to use other apps. I was able to use full AT&T service and I have had no issues. My husband and I both have this phone. It is very easy to use. Our daughter also purchased this phone and has had no issues either.,5,1,,
THE PERFECT GIFT,"THE PERFECT GIFT FOR MY DAUGHTER . TELEPHONE BE IDEAL FOR RELEASE. PERFECT PERFORMANCE, THE MATERIAL IS SMART BLACO PERLADO , ANDROID EXCELLENT , BRING protectos SILICON AND LINING TO PROTECT THE HITS . THE CAMERA IS BASIC BUT ENOUGH WITH IMPROVED APPLICATION ROLE . YOUR SYSTEM IS QUITE FAST, NOT LIKE OTHERS GUINDA . PRODUCT DELIVERY GOOD PRICE AND EXCELLENT , VERY RESPONSIBLE I RECOMMEND IT .",5,1,,
This is an excellent phone & it is great 4 all of your ...,This is an excellent phone & it is great 4 all of your needs N a phone. B careful taking your sim card N & out bs U can damage the sim reader easy. It come with a well protected case N different colors. word of advice it doesn't send picture messages if U have h20 wireless;; boomer! but it does everything with all other Carrier's. U will really love this phone especially the camera !! :),5,1,,
I love it. I think it worth the price,"I bought this phone about nine months ago. I love it. I think it worth the price. The photos took in the main camera look gorgeous. The second camera sucks, tho. Nice screen. Only thing i dislike is the memory. You have to buy a sd card if you wanna full enjoy the phone. I am from Venezuela and i used it with a Movilnet line, works perfectly. I highly recommend this item.",5,1,,
Does what a smart phone is supposed to,"Supports group messaging. Just go to mms settings to turn it on. Supports picture messaging just call your carrier for apn settings. Works perfect with NET10. The screen is not very sensitive, but not a big deal. Doesn't support autofocus camera which sucks if you use mobile banking apps. The pictures are too fuzy. It's a really cool phone other than that.",5,1,,
Five Stars,all blue telephones are really good in quality and price!,5,1,,
Five Stars,recomendado,5,1,,
good price,Good phone I recommend to anyone who wants to have a good price,5,1,,
Five Stars,"I love this phone, all that I could ever imagine...",5,1,,
Excellent value for money ratio,Superb smart phone. Elegant and stylish design. very practical.,5,1,,
Five Stars,EXCELLENT,5,1,,
Good phone i had to return it back because there ...,Good phone i had to return it back because there is no t-mobile here where i live had the chance to play with it's worth the price,5,1,,
Excellent phone. I had it for two weeks,"Excellent phone. I had it for two weeks, but it is just what I wanted and expected. In particular, I love the integrated GPS which works without a data plan.",5,1,,
but I did a manufacture reset and the phone become to work fine. Excellent,"At the beginning the phone did not receive calls, but I did a manufacture reset and the phone become to work fine. Excellent.",5,1,,
I love this phone,"I love this phone. I chose it because I have a cell phone for work, but also needed my own data package - this thing has two sim slots so it works great for me. I can use both sims, and on top of that, it is well made (have dropped it several times with no problems) and does everything that a Samsung will do, unlocked, without a contract, and at a bargain price. The ONLY noteworthy problems are that the front-facing camera is poor quality and the video quality is kind of weird. When watching videos in landscape, you have to hold the picture farther away from your eyes or tilt it slightly in order to get a clear picture. So, if you plan on watching long movies on your phone, maybe go with something else. Otherwise, for the price you can't do any better.",5,1,,
Good low cost smartphone,"It is my first smartphone and I'm satisfied. Dual Sim card is working although switching is between simcard is not so intuitive in the beginning there is no problem. Design is not so modern , but weight and dimensions makes this phone comfortable. I would say so far so good.",5,1,,
you get a very good phone. as described,"this is not a high end phone. for the price, you get a very good phone. as described: it's unlocked for 2 SIM cards. I recommend it.",5,1,,
I like it. It works nice,I compare this phone with expensive phones. I like it. It works nice.,5,1,,
Excellent phone. The white one is particularly nice as ...,"Excellent phone. The white one is particularly nice as it comes with a dark protective case, the contrast between the black and white is brilliant. The phones functions, all of them, excel in every way. I've added the Opera Browser and Skype, both work extremely well and took mere seconds to download, very fast. I would highly recommend this phone to anyone for both work and play.",5,1,,
Great phone for the price,"Great phone for the price. Works with Tmobile. I've had it for only a week so can't say too much. But so far, I'm happy with this phone. Very intuitive and pretty easy to use even for first time smartphone users. Fyi- this phone has a language option which Chinese is one of the options.",5,1,,
great phone and simple too,great phone and simple too. great for low budget and good features.,5,1,,
Five Stars,It's an excellent cell phone!! It's like a samsung phone. Amazing comparing price-product.,5,1,,
Five Stars,excelente,5,1,,
it's wonderful,"Thank you very much. I'm very happy with the item received. Is perfect, the phone works very well and quickly.",5,1,,
*Great* basic android phone,"Nothing beats this phone in bang for the buck, unless you're willing your luck on craigslist or ebay. Came with a screen protector and a case, as well as a wall charger. I bought this phone for my home business, and I've actually come to use it more than my iPhone 4s. The processor and hardware is speedy enough to handle most business tasks (Calendar, email, interface flows smoothly). Nothing amazing, but no lag, which is better than I expected. It accepted a generic, bottom of the barrel 32gb MicroSD card without a problem. Dual sim is great, I use it with two contract t-mobile sim cards and everything works like a charm; data, texting, voicemail and all. Android 4.2 is a good bonus. Browses the net and Facebook no worse than most mid-range phones for half the price. Really good as a basic smartphone or for business. Battery life is great, haven't benchmarked it yet but it is better than most. I would definitely recommend Blu to others.",5,1,,
Nice and good,Nice and good. The product contains modern and important elements for effective communication. Good price. It is a good choice.,5,1,,
great phone,"great phone, high quality will buy second one, when need new phone. great screen size and light weight, battery life is great",5,1,,
Good basic phone,"This is a great price for an unlocked Android phone. I use it for traveling overseas, where I purchase a local SIM card on arrival. Love it.",5,1,,
Excellent phone for the price,I bought it for a gift. It worked perfectly. Android 4.2.2 and has a very nice look. Excellent phone for the price.,5,1,,
Blu review.,"I am happy after buying this phone. I find that there aren't a lot of differences between these and the Samsung brands, Samsung could actually put their logo on it.",5,1,,
Venezuela!,"It's a good phone, it goes great in Venezuela!",5,1,,
I've been easy to please,"This was my first foray into cell phones. Since it is my first phone, I've been easy to please. Wifi connectivity is seamless and having the additional micro storage is fantastic. I'm familiar with google products, so learning the ropes of this product has been easy. As a ""Today's Deals"" special, I got it for $50. Well worth it.",5,1,,
My daughter has nothing but good things to say about this phone,"My daughter has nothing but good things to say about this phone. She has only had it for 2 weeks, but it far surpasses anything she had in the past. I will update after a while to let you know how it lasts....it is being used on t-mobile which is the worst service available in our area, so we will wait & see, but so far....good reports.",5,1,,
Love this phone,Love this phone. I did have trouble with my daughters that just would not charge after 3 weeks. Amazon was great about getting it replaced and getting her back in touch with me being that she is away at college. Mine went through a few days of not staying charged for some reason but it is doing great and holds a charge once again.,5,1,,
I would recommend this to anyone,"Recently broke my iPhone. Bought this as a cheap replacement while I fixed my iPhone. But turns out, this was actually better. I am very pleased with this product. TMobile Sim fit perfectly. I ordered an external memory card 32gb, fit perfectly. Could not be happy with this product I would highly recommend this to anyone.",5,1,,
I went to Go Smart Mobile choose the prepaid $30,"Perfectly working phone, I went to Go Smart Mobile choose the prepaid $30.00 plan great works better than most known name brands so far.If you go to gosmartmobil all you have to do is purchase a sim kit for $8.00 then when it comes in go back to sight sign up pay the monthly fee of your choosing that's it done, very happy .",5,1,,
after two months with the bad experience with Liberty Express to hand it over,"I bought this phone for my wife because she wanted a small and accessible to your hands, after two months with the bad experience with Liberty Express to hand it over, yet we are trying and so far, so good, my wife is very happy with the phone. It is unlocked internationally, as we are in Venezuela and works perfectly.",5,1,,
Good phone definately recommend,"Phone works great,only issue was that I had to change the APN address to my current carrier so I could get data service which isn't a hard task. I'm loving this phone, if you are looking for a reliable low cost phone that performs this is it. The camera isn't great for night pictures, but the price is really great!!!!",5,1,,
Better than my Samsung Galaxy S3,"Wonderful device, works very fine, even better than my last Samsung Galaxy S3 the only problem is the little internal storage space, but with an external micro SD memory works very fine, I have many common useful applications and all of them works without troubles, really better than other expensive smart phones",5,1,,
So far so good. For the ladies,"So far so good. For the ladies. I bought the white phone and the pink case (BLU Silicone Case for Advance 4.0 - Retail Packaging - Pink). The pink is a bright pink that is see through...bright but still subtle. The phone works great but the pictures taken with the camera, is disappointing. Time will tell.",5,1,,
Great Value,Just received it 10 days ago and so far it has lived up to every expectation I have. AT&T gave me a free new sim card because these use the bigger ones I also perched a 16GB memory card and it works great so far! Very pleased! It is a little smaller than my HTC One X but it seems to do everything the HTC did.,5,1,,
this little phone made my day,"to be honest... i did not expect this quality. overall, phone is very good. used materials are fine and high quality (believe me, it doesn't look cheap). software works smooth and fast (i expected some lags but here is no, it is pretty fast). screen is bright and clear. sound is ok, pictures are fine.",5,1,,
Buy this phone!,"It's one of the best phones I've ever used, and it was really cheap, too! It's fast, and it has a pretty nice and big hard drive space (1 GB) for apps. The ringtones are super loud, which means I won't ever miss one of my calls, so that's awesome! You should all buy this phone, it's amazing for its price!",5,1,,
"and it works really great, comes with a case and screen protector","Ordered this for my son, He picked it out, and it works really great, comes with a case and screen protector. The camera isn't that great, so if you are looking for a good camera phone, pass on this one. BUT if you are looking for something to surf the net and make phone calls then this is perfect.",5,1,,
"good afternoon, I feel comfortable with the seller of ...","good afternoon, I feel comfortable with the seller of this cell phone, your carcateristicas really are super cool and consistent with my need, very good veleocidad and resolution in their photographs, price and delivery are excellent. I have had other cell but I welcome this. grace happy afternoon",5,1,,
Excellent product,Excellent product. Unlocked Dual SIM Phone. Perfect for me who uses 2 sim cards for different purposes. Dual Core. Never hang. Never lag. Thin. I love how thin it is because it suits with my hand perfectly. Great camera. Clear front and back camera.,5,1,,
Five Stars,"It was or a gift, my brother like'd it",5,1,,
I hate paying mad money for something im only going to ...,"I hate paying mad money for something im only going to have a year or so.... Made my day this baby is fast enough to do what I need and clear calls, for 90 bucks what else could I ask for... oh and it comes with a gel case and screen protector yes sir blue is my new phone brand from now on!",5,1,,
... to have received this phone and I’m also quite pleased with its performance,"I was thrilled to have received this phone and I’m also quite pleased with its performance. It is smooth with I swipe open the screen and I was very easily able to set up my preferences and download all of my contacts. I love this cell, and for the price, it is just plain Perfect for me.",5,1,,
One of the best phones that I have had,One of the best phones that I have had. Works great for all of my needs. I would highly recommend this product. You cannot go wrong for the price. It requires you to reboot it just like a computer but it takes 5 seconds to do. Battery life is way better than most phones.,5,1,,
Great value for a beginning smart phone user.,"Bought this for my wife who isn't really interested in 'Smart' Phones. Its thicker than most phones, but functional and works a charm. What a great price, you get a screen protector and a back cover to boot. No complaints whatsoever. AT&T Sim card worked just fine.",5,1,,
Five Stars,So far this phone is working great,5,1,,
"a great phone, it comes with screen protector","a great phone, it comes with screen protector, soft shell, charger,and earpiece. it accepts the full size sim card. plenty of memory for apps, included user guide is pretty much useless. took a little trial and error to figure out how to insert the sd card.",5,1,,
Skype works!,"I really liked the build quality of the phone. It comes with a case, screen protector which is nice to have for the amount I paid. I was mostly interested in the skype app which works perfectly for this cell phone. A lot of the phone out there can not do that.",5,1,,
very excellent,"i want a phone that has a widescreen resolution at a price that won't widen my eyes instantly. good camera, nice feel to the texting. that's oall that is important. So when someone told me that BLU is good, I immediately ordered it! and now I am feeling good",5,1,,
"Great phone, I think if Samsung think they have ...","Great phone, I think if Samsung think they have something on you they better think again. For the price I think it is a masterpiece of a cell phone, keep on producing products which are inexpensive and yet comparable to the supposedly expensive ones.",5,1,,
"Nice, nice nice","Nice, nice nice! Especial with the dual Sim feature, not that I'd ever add a second phone number on the phone. This thing works with any phone company as far as I can tell. Price was right, phone well built, can't ask for anything more. Highly recommend.",5,1,,
Daughter did a 14 foot drop test - no damage.,"Bought this phone for my Daughter. Yesterday, her sister managed to knock it off the second floor balcony. It fell 14 feet and landed on hard tile. No cracks...not even a scratch. It was in the case that comes with it. Awesome phone for the money.",5,1,,
Really cool!,Excellent product thanks so much,5,1,,
very good phone,"and I had several request in relation to this phone is unlocked you can use internet navigation you can use whatsapp, line, instagram android operating system has You can download various applications which want to use",5,1,,
Five Stars,Good for what you need. A phone,5,1,,
Good deal!,Very good compromise between price and quality. It's easy to use and has nice look. It has most of the features that you can find in most of new smart phone. We are using it as third phone for some extra sim and it does its work.,5,1,,
Good deal for the price,My youngest is rough on phones. This was purchased replace a phone in need of repair. It was less expensive to purchase this phone new than have the other phone fixed. I played with the phone while setting it up and I liked what it.,5,1,,
Great phone for the price. Doubt it can be beat in value.,"My son really loves this phone. The price is right, it works really well, is fast. Housing is a little cheap feeling, but the included case fixes that. Seems to be very similar in speed and performance to my iPhone5 at 1/10 the cost.",5,1,,
¡EXCELLENT!,"The phone arrive on time, in excellent condition and quality, the phone works excellent. I have no complaints - this is an amazing phone, I bought two ''BLU Advance 4.0'' no for me but for my friends and they are happy with this phone.",5,1,,
Amazing Phone,Yes I am enjoying my phone and am so excited that I was able to upgrade where I am able to take pictures of my grandchildren as well as to be able to do many other things I was not able to do with my flip phone. Thank you.,5,1,,
Best,Very good phone for the price,5,1,,
40 yo guy,This phone does stuff $big money phones won't. I'd buy this phone again' any day.. 2 cons..not major( sound/screen) could be louder & screen is not gorilla glass! I've had this phone 4 months or more and I still find new features..,5,1,,
easy to use android platform,"Dual sim, easy to use android platform. I bought it as a second phone for my father's Simple Mobile sim. Very user friendly interface, definitely recommend. I read a ton of reviews and for the price, its genuinely decent.",5,1,,
My grand daughter seems very pleased with the phone so far,"My grand daughter seems very pleased with the phone so far, fast response and she has navigated through it easily. She has straight talk and needed a phone that would not take forever to just turn on. Easy switching over.",5,1,,
"Got this phone as a Christmas gift, I have ...","Got this phone as a Christmas gift, I have to say it's exceeded my expectations for an $80 mobile phone. Also, even though the specs state that it will only take a 32gb MicroSD card, I've had no issues using a 64gb card.",5,1,,
thanks,thanks all the phones are ok,5,1,,
Great for the price.,"I absolutely love this phone. It works perfectly in Argentina. I use all the time, for everything, and it has been working very fast. The pictures it takes are great quality. I am very satisfied with this purchase.",5,1,,
good for the price,"I bought it for my mom so we can chat with whatsapp, and works perfect for her. If youare the kind of person who are not too tech, this phone is the one for you. Very simple to use. No much memory. Can't use skype",5,1,,
Super cheap and feels that way but when I had ...,"Super cheap and feels that way but when I had this phone I loved it. Resolution is horrendous, speeds are slow, makes you feel like you regressed 10 years but if all you need is functionality this is your phone.",5,1,,
"Nice phone, great price","Great little phone for the price. I'm using it with Straight Talk. The only glitch I had was I couldn't get the two units I was shipped to recognize my Micro SD card, but that's not a show topper for me.",5,1,,
Awesome phone for what I paid so im happy,"Awesome phone for what I paid so im happy! If you are a new straight talk customer make sure you go to walmart and buy the sim package, I used the at@t sims card out of it. Fast response, a lot of extras!",5,1,,
camera not clear screen is not good outside some angles overall,"pros: cheap with protection case and earphone, light cons: camera not clear screen is not good outside some angles overall: nice phone with such a price",5,1,,
... is one of the many phone's that is very good and durable,"This new cell phone ""Blu"" is one of the many phone's that is very good and durable. It's easy to access and navigate. A also fast in downloading from the internet. # BLU the best..................",5,1,,
Love it!,Fantastic phone especially for the price! Just the right size for me because I do not like the really large phones. Very clear and bright screen. I plan on upgrading the phones for my family to this one.,5,1,,
Five Stars,very nice for this price!!,5,1,,
Five Stars,Great phone for the price.,5,1,,
Recomend,Very complet... Excellent!,5,1,,
excellent and good price,"excellent and good price, I recommend it ... hopefully soon be a part verder accessories like battery, screen, etc ... that would be unfortunate to lose such a good team for lack of sustiuir accessories",5,1,,
It has the same functionality as the Samsung S5 and ...,It has the same functionality as the Samsung S5 and is much cheaper. Battery life is considerably more than the average. Enables two SIM card easier my trips. Goodbye to change SIM card at the airports,5,1,,
... and i got to say that this phone sales like a charm,"i have already buy about 14 of this BLU models and i got to say that this phone sales like a charm! this is a well balanced phone/Price. The phone do the job, my costomers paid me and im happy. simple",5,1,,
"... am from Venezuela and I think it is an excellent phone, I get super fast","I am from Venezuela and I think it is an excellent phone, I get super fast, the internet connection is good quality, the operating system is very good, applications are excellent, I recommend it 100%",5,1,,
Very Good Phone works like a Charm,"Very Good Phone works like a Charm, for the price is pretty decent and good quality. I will recommend this for any person who just wants to be in contact and do some browsing. Good as mp3 and media.",5,1,,
the price is really very good product but I am not satisfied quality 5MP camera ...,"the price is really very good product but I am not satisfied quality 5MP camera does not seem to appear less quality is the only detail, even so give it 5 stars because it is very good games are 3D",5,1,,
I really liked the phone was expected super fast with applications,"I really liked the phone was expected super fast with applications, and the price is a good product, not complaining too much and I like sim bend in Venezuela walks well with movistar and movilnet",5,1,,
And wow I like the phone,"Bought this when it was on sale. At first I was in doubt to buy it or not but because it was on sale, I bought it. And wow I like the phone. With casing and screen protector, what a nice deal.",5,1,,
great so for,"no problem so for,,,,just had to add my proxy address and up and rolling in no time......remember to add extra memory card so you will avoid slow running and interruptions.....great so for thanks",5,1,,
finally found the perfect cell phone,"Awesome smart phone, haven't had a single problem with it! Runs apps flawlessly, chat, pics, videos, everything. Didn't need jail breaking, and connected to my mobile network and WiFi in seconds",5,1,,
Nice Phone,I own a Samsung Galaxy S3 phone and this phone was a replacement for the 2 weeks my phone was out of commission. Obviously not a Samsung Galaxy S3 but it is indeed a very nice affordable phone.,5,1,,
Five Stars,Very good Android phone.,5,1,,
Great Little Android Phone!,"Great piece of technology here! Works great for my mother-in-law without buying a big-brand, does everything it's supposed to. Nice and sturdy as well, doesn't feel cheap. I recommend it.",5,1,,
Phone works great with all the needed Apps and cover and screen ...,"Arrived without battery. Contacted Amazon, Response was quick and a replacement was sent fast. Phone works great with all the needed Apps and cover and screen protector. Great value.",5,1,,
